date,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
1990-01-01,51.0,5.7095,2.0095,3.9032495,1.7593641,-2.2271795,0.15506011,0,0,1.6000001,1.6000001,0.0,7.0,18.25026,35.28,222.90671,4.09,0.5043406
1990-01-02,71.0,3.0595,0.009499997,1.9595,-0.34737492,-2.7895114,-1.5474685,0,0,1.0,0.70000005,0.21000001,5.0,12.261158,28.8,171.74966,3.29,0.46734214
1990-01-03,73.0,4.4095,1.9595001,2.9345005,1.0555959,-1.5721064,-0.5853299,0,0,11.400002,10.600001,0.56,24.0,17.555307,34.56,141.70381,1.89,0.20130682
1990-01-04,61.0,7.3595,3.2095,4.9178333,3.7784815,0.5730767,1.7922916,0,0,12.599999,12.599999,0.0,14.0,18.806337,38.16,162.8645,2.43,0.27770877
1990-01-05,63.0,8.3595,3.6595001,5.892833,4.4326744,1.859665e-05,2.062605,0,0,17.699999,17.699999,0.0,17.0,32.919827,64.439995,159.80486,0.64,0.16820073
1990-01-06,63.0,7.0095,4.8595,5.792834,3.482235,0.7765026,2.1310127,0,0,23.599998,23.599998,0.0,18.0,23.358423,45.0,143.16841,2.35,0.30293116
1990-01-07,63.0,8.159499,5.5595,6.907416,4.005888,1.843739,3.1457732,0,0,16.5,16.5,0.0,22.0,31.559086,65.159996,182.18007,1.57,0.269437
1990-01-08,53.0,6.9595,4.7095,5.6178336,3.4806132,1.508523,2.6231658,0,0,5.2999997,5.2999997,0.0,13.0,18.792551,36.719997,146.72182,1.83,0.23831247
1990-01-09,61.0,6.8095,3.6595001,5.3261666,4.2393665,-0.84233856,2.0087907,0,0,14.800001,14.800001,0.0,20.0,22.45315,41.760002,203.04062,0.42,0.2832273
1990-01-10,2.0,4.5595,-0.54050004,2.3865836,1.7048535,-4.439511,-1.0552632,0,0,0.0,0.0,0.0,0.0,17.31746,31.319998,281.21347,5.21,0.5620078
1990-01-11,53.0,4.8595,-0.0905,2.0761666,0.56656456,-4.559774,-2.3779335,0,0,2.9,2.9,0.0,7.0,17.10284,35.64,46.105145,2.47,0.6979582
1990-01-12,3.0,7.5095,1.7595,4.4199166,5.2513504,-1.061141,1.7955602,0,0,0.0,0.0,0.0,0.0,13.246826,31.68,43.52044,2.8,0.36785966
1990-01-13,55.0,6.0095,1.6595,4.257417,3.4180746,-1.4679558,1.5587841,0,0,11.599998,11.599998,0.0,19.0,10.182337,19.08,65.01653,0.94,0.18905276
1990-01-14,53.0,7.1095,4.3595,5.6720004,5.1568136,2.002214,3.7219648,0,0,2.3999999,2.3999999,0.0,6.0,6.8777895,14.759999,329.82217,1.17,0.24072927
1990-01-15,53.0,5.8095,2.0595,4.497,3.2323341,-0.05825329,1.9577712,0,0,3.8999999,3.8999999,0.0,11.0,11.183201,23.039999,110.095314,1.9,0.23437499
1990-01-16,3.0,8.0095,1.6095,4.199084,5.1108017,-2.08825,1.1715416,0,0,0.0,0.0,0.0,0.0,11.770403,22.68,359.09222,6.23,0.5461223
1990-01-17,0.0,5.4595,0.3095,2.5074165,2.7082486,-3.5717812,-0.77718955,0,0,0.0,0.0,0.0,0.0,11.440979,19.8,21.116955,6.58,0.64143103
1990-01-18,1.0,5.8595,-1.9405,1.37825,2.8061533,-5.3444505,-1.8490162,0,0,0.0,0.0,0.0,0.0,7.5942082,15.4800005,24.095243,5.47,0.54897904
1990-01-19,2.0,6.0095,-1.1905,2.636583,3.6923814,-5.017983,-0.2535188,0,0,0.0,0.0,0.0,0.0,9.220499,14.4,11.257659,5.83,0.5847529
1990-01-20,3.0,5.4595,0.70949996,3.0782502,3.0293922,-1.9470987,0.5444854,0,0,0.0,0.0,0.0,0.0,4.6800003,11.159999,61.545265,4.6,0.4748867
1990-01-21,61.0,4.6595,2.9595,3.776167,2.2400656,0.22993517,1.088298,0,0,12.7,12.7,0.0,16.0,15.546833,25.919998,93.04911,1.07,0.19429143
1990-01-22,63.0,6.4095,2.9595,4.46575,2.6260786,-2.729712,0.104810245,0,0,21.300001,21.300001,0.0,17.0,29.598919,54.36,188.35208,2.57,0.38573852
1990-01-23,51.0,5.3095,2.3595,3.5199165,-0.038698196,-2.1130652,-0.93458253,0,0,0.4,0.4,0.0,2.0,20.633371,43.92,244.29202,5.5,0.85325927
1990-01-24,71.0,3.8595,2.1095,2.9740832,-0.021485329,-2.4013999,-1.3392531,0,0,16.199997,15.399998,0.56,24.0,21.046917,38.88,160.0253,1.37,0.17387745
1990-01-25,61.0,5.0095,1.9595001,3.3678334,-0.047560215,-3.5134308,-1.474534,0,0,13.799998,13.799998,0.0,15.0,26.983194,52.92,195.59914,1.89,0.48150432
1990-01-26,73.0,2.9095001,-1.2405,1.2011667,-1.1382074,-5.1136246,-2.4806402,0,0,2.7000003,1.8000002,0.63,7.0,14.154915,28.08,211.99239,5.43,0.59795517
1990-01-27,75.0,3.7595,0.5095,1.9824167,-0.4334426,-5.1945505,-2.8149264,0,0,19.499998,11.500001,5.6000004,15.0,29.301876,53.28,180.64111,2.75,0.2608586
1990-01-28,73.0,4.5095,1.5095,3.2261665,0.6200433,-3.6838253,-1.6391007,0,0,20.800003,20.500004,0.21000001,21.0,34.3833,69.479996,174.27574,2.38,0.24475338
1990-01-29,73.0,3.2095,1.1595,2.0699167,-1.0397582,-4.282236,-2.4778042,0,0,10.699999,4.9,4.06,11.0,23.491207,45.0,147.00868,2.64,0.53517336
1990-01-30,73.0,3.3595,-0.5905,1.5282501,0.9381037,-5.0258107,-1.9216043,0,0,3.6,2.8000002,0.56,11.0,14.934577,28.44,266.0092,4.87,0.53986657
1990-01-31,73.0,-0.6405,-4.5405,-1.4300833,-4.1106634,-8.85781,-6.369079,0,0,8.799999,0.8999999,5.6000004,13.0,23.4,46.44,71.5008,2.22,0.49994707
1990-02-01,73.0,3.6095,-0.89049995,1.2615833,0.6701102,-6.1086783,-2.672409,0,0,10.200001,6.4000006,2.6599998,19.0,19.61587,42.839996,146.73856,4.49,0.40533155
1990-02-02,61.0,5.3595,2.6595001,4.182416,0.20584297,-1.9931378,-0.8712279,0,0,23.899998,23.899998,0.0,24.0,35.770668,66.96,156.39723,0.88,0.19305353
1990-02-03,61.0,5.4595,2.7095,4.4428334,2.4696617,-0.9645858,0.55556494,0,0,16.2,16.2,0.0,18.0,34.942265,67.32,169.43246,2.08,0.32245308
1990-02-04,55.0,4.3095,-0.6405,2.4615834,0.47014713,-4.6400037,-1.884461,0,0,5.2999997,5.2999997,0.0,10.0,34.458603,65.159996,156.78003,4.95,0.48627466
1990-02-05,73.0,3.8595,1.5595,2.5345004,-0.31762743,-4.793728,-2.634485,0,0,24.199999,22.599998,1.12,24.0,36.88551,72.36,169.9271,3.75,0.37084696
1990-02-06,73.0,1.6595,-1.7405,0.7553335,-2.3183942,-5.759284,-3.3893888,0,0,10.400001,5.2,3.64,24.0,18.899143,37.44,176.85756,3.8,0.4549979
1990-02-07,75.0,2.1595001,-1.7405,0.32825005,-2.2643619,-6.4029427,-4.8398323,0,0,9.5,1.7000003,5.4600005,13.0,30.500309,61.199997,179.36833,2.52,0.38876948
1990-02-08,71.0,2.3095,-1.1405,0.48866665,-0.5966921,-4.8140936,-2.7697465,0,0,0.5,0.3,0.14,5.0,11.435313,25.199999,70.55966,3.52,0.44507006
1990-02-09,71.0,5.4595,0.1595,3.151167,1.2335591,-2.7538552,-0.641367,0,0,23.099998,22.999998,0.07,24.0,22.881958,42.48,155.6273,0.8,0.1840731
1990-02-10,61.0,6.6595,5.5595,6.049083,2.8090067,1.347342,2.0150201,0,0,32.6,32.6,0.0,24.0,26.019806,48.96,185.28995,0.59,0.16162062
1990-02-11,53.0,6.7595,0.009499997,3.4907503,1.9915142,-4.740135,-1.7151862,0,0,5.4999995,5.4999995,0.0,10.0,26.554728,57.6,233.00511,7.1,1.200479
1990-02-12,71.0,1.2095001,-2.2405,-0.59883326,-2.0125024,-6.287765,-4.4906416,0,0,0.1,0.0,0.14,1.0,12.538134,24.84,291.14807,7.54,0.88358104
1990-02-13,0.0,-0.1905,-5.6905,-2.5342495,-5.04595,-11.500513,-7.5915875,0,0,0.0,0.0,0.0,0.0,16.704155,38.88,30.308954,11.08,1.2917767
1990-02-14,75.0,-2.1905,-4.8905,-3.2155,-6.528602,-9.333965,-7.8802896,0,0,4.1000004,0.0,3.08,8.0,15.725037,33.839996,119.01364,4.9,0.65479016
1990-02-15,73.0,0.9095,-3.2405,-1.2925831,-3.0081773,-8.3517685,-5.7267375,0,0,9.9,1.3000002,6.02,24.0,15.827721,32.399998,110.97931,6.24,0.58055997
1990-02-16,71.0,-0.6405,-5.6405,-2.3009164,-5.9565797,-12.388861,-8.276721,0,0,2.5999997,0.1,2.0300004,17.0,22.915916,45.36,51.144676,6.36,1.1392239
1990-02-17,3.0,-0.5905,-9.290501,-4.786333,-5.2375436,-15.778637,-10.374151,0,0,0.0,0.0,0.0,0.0,22.915916,42.48,32.57797,11.97,1.0883491
1990-02-18,1.0,1.2095001,-3.6905,-1.4717499,-2.4634018,-8.19512,-5.5602303,0,0,0.0,0.0,0.0,0.0,10.739832,15.119999,31.977514,11.86,1.1396639
1990-02-19,73.0,2.0595,-2.9905,0.13449998,-0.81714606,-7.7537894,-3.661293,0,0,2.2,1.4000001,0.56,5.0,12.959999,23.4,60.27145,6.8,0.86527324
1990-02-20,75.0,3.9095001,0.9095,2.3782501,0.14970303,-3.125711,-1.3890544,0,0,19.0,9.7,6.51,18.0,17.698677,34.92,142.92114,3.1,0.3575139
1990-02-21,3.0,6.1095,1.9095001,4.0032506,4.1407337,-0.94663715,1.6335067,0,0,0.0,0.0,0.0,0.0,7.69592,14.759999,158.34953,6.49,0.68615687
1990-02-22,2.0,5.3095,0.10949999,2.6907501,2.5771627,-2.7091787,-0.08877658,0,0,0.0,0.0,0.0,0.0,9.659814,17.28,343.50177,11.31,1.0417496
1990-02-23,51.0,9.2595,-0.0905,3.9303331,7.237056,-3.0512052,1.4303907,0,0,0.1,0.1,0.0,1.0,5.904439,11.879999,84.559845,11.59,1.3040723
1990-02-24,53.0,8.459499,2.6595001,5.511583,7.073247,0.026321411,3.5643198,0,0,2.2,2.2,0.0,7.0,8.049845,12.959999,66.001114,4.55,0.6319996
1990-02-25,3.0,6.5095,1.3095,4.386583,3.97293,-1.6136949,1.9514564,0,0,0.0,0.0,0.0,0.0,9.585739,18.359999,314.6288,9.84,0.99607307
1990-02-26,0.0,10.5095,0.3095,4.174083,7.533983,-3.2280002,0.8984119,0,0,0.0,0.0,0.0,0.0,11.91812,24.119999,7.0390744,13.22,1.519682
1990-02-27,0.0,12.0095,0.40949997,5.005333,9.47086,-3.5682094,1.6266036,0,0,0.0,0.0,0.0,0.0,13.324863,23.4,36.12351,13.75,1.7081096
1990-02-28,1.0,12.0595,-0.14050001,4.9032493,9.861227,-3.2183368,1.9738718,0,0,0.0,0.0,0.0,0.0,8.942214,15.84,30.931513,14.18,1.7249566
1990-03-01,1.0,12.0595,-0.3905,4.56575,9.850898,-3.8935812,1.7053238,0,0,0.0,0.0,0.0,0.0,7.5942082,12.599999,16.045853,14.34,1.7478112
1990-03-02,1.0,12.0595,-1.2405,4.5095,9.916995,-4.7509375,1.6948594,0,0,0.0,0.0,0.0,0.0,6.792466,12.959999,24.877575,14.34,1.7529953
1990-03-03,53.0,9.7595,1.0595,5.1136665,7.032835,-2.6872349,2.0705585,0,0,1.2,1.2,0.0,4.0,12.88981,28.8,106.774216,10.9,1.316568
1990-03-04,51.0,10.709499,3.6595001,6.249083,9.124391,0.82656384,3.9024734,0,0,1.7,1.7,0.0,8.0,10.495713,22.68,50.39777,11.29,1.3796575
1990-03-05,53.0,8.8595,0.9595001,5.780333,6.2951603,-1.9912286,3.3646128,0,0,2.8000002,2.8000002,0.0,7.0,10.538843,26.64,152.19601,9.32,1.064026
1990-03-06,61.0,7.0595,3.1595001,5.3907504,4.8548756,-0.20763016,2.2393174,0,0,22.6,22.6,0.0,24.0,20.63023,34.56,144.56984,3.3,0.5110723
1990-03-07,61.0,6.0095,1.6095,3.9303331,3.8339157,-2.0192547,0.90027076,0,0,27.199997,27.199997,0.0,22.0,13.551501,31.319998,190.27533,1.06,0.2794394
1990-03-08,73.0,4.5095,-0.14050001,1.8949165,-0.38396335,-4.3315344,-2.2959723,0,0,4.7000003,3.4000003,0.9100001,13.0,19.914217,42.839996,167.35323,8.0,0.81564856
1990-03-09,73.0,4.5595,1.3595,3.026167,-0.77981377,-2.9461155,-1.7704982,0,0,23.800001,22.7,0.77000004,24.0,28.660158,54.719997,124.70379,1.84,0.32835412
1990-03-10,61.0,6.5595,0.35950002,3.8574169,2.9753294,-2.8343973,0.19071919,0,0,4.999999,4.999999,0.0,13.0,24.187069,52.56,190.36815,12.32,1.2773997
1990-03-11,51.0,6.2595,0.40949997,3.0532496,2.931137,-2.887957,0.07608771,0,0,0.5,0.5,0.0,4.0,10.685391,24.84,333.43497,13.68,1.4282283
1990-03-12,2.0,6.5095,-1.9405,2.9886665,3.525526,-4.800673,0.2471364,0,0,0.0,0.0,0.0,0.0,8.225035,19.8,142.99739,14.49,1.501582
1990-03-13,61.0,7.6095,0.009499997,3.2657502,2.7731256,-3.7400286,-0.93592566,0,0,6.1000004,6.1000004,0.0,8.0,24.75638,42.839996,119.35062,9.97,1.2910445
1990-03-14,55.0,8.2595,2.9095001,5.201166,6.416091,-1.2438867,2.4645317,0,0,9.800001,9.800001,0.0,20.0,16.418526,32.760002,137.70435,7.68,0.95098096
1990-03-15,3.0,10.3595,2.4595,6.213667,8.357999,-0.17908621,3.8291597,0,0,0.0,0.0,0.0,0.0,7.5942073,16.199999,36.643517,13.24,1.6485475
1990-03-16,3.0,12.659499,4.4595,8.019917,10.691482,1.5343876,5.7081056,0,0,0.0,0.0,0.0,0.0,8.350138,18.0,350.7037,9.25,1.3884938
1990-03-17,61.0,10.209499,6.1095,7.7657495,8.214436,3.4359164,5.6066,0,0,11.5,11.5,0.0,19.0,10.966713,27.0,70.83857,5.19,0.82282037
1990-03-18,61.0,12.459499,4.3595,7.869917,11.167519,2.2643113,6.0982785,0,0,6.6000004,6.6000004,0.0,12.0,7.5685663,16.919998,27.101662,11.79,1.6296775
1990-03-19,55.0,10.1095,4.1595,7.0928326,8.622455,1.9781651,5.3639684,0,0,8.599999,8.599999,0.0,16.0,5.991594,19.08,113.09689,8.07,1.13884
1990-03-20,55.0,10.8095,3.7595,7.501167,9.578869,1.7955146,5.6973834,0,0,9.900001,9.900001,0.0,19.0,10.00256,26.28,139.94768,10.92,1.3496552
1990-03-21,51.0,11.409499,1.1595,6.16575,9.918053,-1.4436369,4.102938,0,0,0.1,0.1,0.0,1.0,8.089993,18.72,343.38327,15.24,1.9572557
1990-03-22,73.0,6.6095,3.0095,5.249083,3.0994997,-1.5559461,0.11995408,0,0,5.8,2.8,2.1,11.0,29.237675,57.6,44.502934,4.57,1.557567
1990-03-23,71.0,9.0595,2.3095,5.236583,5.915492,-1.5681677,1.7156901,0,0,0.70000005,0.6,0.07,3.0,14.8257065,30.960001,15.61241,16.35,2.1182098
1990-03-24,0.0,10.659499,-1.0905,4.81575,7.1812353,-5.5892806,1.039625,0,0,0.0,0.0,0.0,0.0,15.30741,34.2,30.379045,19.7,2.4458039
1990-03-25,1.0,11.409499,0.20949998,5.8949165,9.399559,-3.378177,3.0897672,0,0,0.0,0.0,0.0,0.0,8.435069,16.56,359.6408,17.34,2.2387345
1990-03-26,1.0,11.3095,1.5595,6.5407486,9.388113,-1.1619716,4.1456304,0,0,0.0,0.0,0.0,0.0,6.5693827,18.72,329.85867,19.27,2.3746216
1990-03-27,1.0,14.159499,0.60950005,7.5240836,12.4026985,-2.311725,5.0185857,0,0,0.0,0.0,0.0,0.0,11.753876,23.4,341.2386,19.67,2.6884909
1990-03-28,1.0,14.8595,4.3595,9.157417,13.807039,1.0508118,6.8903832,0,0,0.0,0.0,0.0,0.0,9.565437,16.919998,21.405365,18.72,2.6637588
1990-03-29,1.0,12.8595,2.0595,8.128249,11.448742,-0.6579428,6.1169887,0,0,0.0,0.0,0.0,0.0,6.9153743,15.84,185.71051,17.36,2.3079576
1990-03-30,3.0,12.3595,3.6595001,8.144917,10.761465,1.4875336,6.4410625,0,0,0.0,0.0,0.0,0.0,6.5693827,19.44,153.55385,14.17,1.8574101
1990-03-31,51.0,12.5595,6.0095,9.157416,11.506836,4.41436,7.971971,0,0,0.3,0.3,0.0,3.0,5.506941,13.679999,335.77222,10.84,1.5527159
1990-04-01,51.0,14.6095,4.7595,9.853249,13.569273,2.6670046,8.30912,0,0,0.2,0.2,0.0,2.0,10.787993,26.28,171.73286,16.41,2.2730706
1990-04-02,3.0,12.659499,5.3095,9.117833,10.744535,3.41469,7.3989162,0,0,0.0,0.0,0.0,0.0,8.311245,20.880001,176.21877,15.36,2.0054288
1990-04-03,3.0,13.5595,4.6595,8.832417,12.369453,2.1949024,6.782587,0,0,0.0,0.0,0.0,0.0,10.883676,23.4,343.08575,19.97,2.6472163
1990-04-04,1.0,15.9595,4.1595,9.976167,14.940201,1.6579576,7.986507,0,0,0.0,0.0,0.0,0.0,11.298495,23.039999,314.79163,21.73,3.1114488
1990-04-05,1.0,15.6095,4.3595,10.155334,14.747784,2.2493925,8.487086,0,0,0.0,0.0,0.0,0.0,8.647496,19.8,296.7656,21.9,3.0881503
1990-04-06,0.0,15.8595,3.5595,10.153251,15.128092,1.2175007,8.530625,0,0,0.0,0.0,0.0,0.0,8.759178,20.16,279.9186,21.98,3.131296
1990-04-07,0.0,14.8595,3.4095001,9.7595,14.140709,0.8701272,7.9365573,0,0,0.0,0.0,0.0,0.0,12.57426,24.84,166.7787,21.92,2.9863007
1990-04-08,3.0,9.7595,5.7095,7.8094983,7.038864,3.2931585,5.342529,0,0,0.0,0.0,0.0,0.0,15.273505,32.399998,165.89272,8.95,1.2257637
1990-04-09,3.0,11.8595,5.6095,8.747,9.93946,3.6506658,6.481336,0,0,0.0,0.0,0.0,0.0,13.237038,21.24,63.168076,12.1,1.9133828
1990-04-10,51.0,17.459501,6.6095,11.955333,14.810513,2.9608974,9.054819,0,0,0.3,0.3,0.0,1.0,12.984975,29.88,44.767097,17.53,3.126219
1990-04-11,61.0,12.7595,7.2595,10.463668,11.788528,5.2372694,8.709138,0,0,13.6,13.6,0.0,18.0,10.483357,25.919998,154.19421,10.75,1.5988846
1990-04-12,51.0,12.3095,6.5095,9.534501,11.275922,4.960799,8.185086,0,0,1.4000001,1.4000001,0.0,8.0,6.9899354,19.44,164.11122,13.55,1.8397133
1990-04-13,53.0,11.5095,8.0595,9.522,10.685565,6.25926,8.218301,0,0,4.6,4.6,0.0,12.0,6.489992,18.0,63.16391,6.32,0.9851728
1990-04-14,3.0,15.709499,5.6095,10.849083,15.186604,3.5531015,9.328183,0,0,0.0,0.0,0.0,0.0,9.3669195,20.519999,332.6502,20.82,2.9715812
1990-04-15,2.0,19.3095,8.0095,13.517835,19.208097,5.8056507,12.027333,0,0,0.0,0.0,0.0,0.0,10.636766,19.8,347.24722,22.06,3.5959027
1990-04-16,2.0,21.7595,10.409499,15.680332,20.795176,8.206262,14.358136,0,0,0.0,0.0,0.0,0.0,7.7879906,21.96,28.527983,18.45,3.3491688
1990-04-17,55.0,16.1095,9.7595,12.5532465,14.221075,7.9108257,10.756429,0,0,4.2999997,4.2999997,0.0,6.0,15.379206,32.760002,179.37387,14.95,2.255014
1990-04-18,3.0,11.659499,7.7595,9.79075,9.779293,5.7683706,7.9255385,0,0,0.0,0.0,0.0,0.0,11.620809,27.359999,168.56972,11.8,1.6714038
1990-04-19,61.0,11.5595,8.409499,10.086583,11.140205,6.883196,9.088502,0,0,13.2,13.2,0.0,21.0,8.049845,15.4800005,80.78906,3.89,0.7029734
1990-04-20,51.0,14.409499,9.409499,11.657416,13.450018,7.9861383,10.470174,0,0,1.1,1.1,0.0,7.0,11.874544,26.28,173.56741,16.15,2.3130443
1990-04-21,53.0,12.909499,8.459499,10.678249,10.700376,6.5094175,8.691237,0,0,0.5,0.5,0.0,1.0,11.966953,30.239998,178.28702,15.43,2.1804237
1990-04-22,61.0,12.3095,8.5095,9.994916,10.73978,6.7899427,8.532929,0,0,12.800001,12.800001,0.0,24.0,10.464797,27.359999,105.48857,8.47,1.2796235
1990-04-23,61.0,11.8595,8.7595,9.694917,10.341661,5.673931,7.6045513,0,0,23.7,23.7,0.0,24.0,18.278645,34.2,167.38698,7.33,0.99372816
1990-04-24,53.0,11.7595,6.8095,8.982417,9.212053,3.9003162,6.187039,0,0,2.4,2.4,0.0,6.0,17.555307,34.56,199.2116,21.38,2.705171
1990-04-25,61.0,11.3095,5.7095,8.324084,7.8619823,2.0112991,5.108614,0,0,18.3,18.3,0.0,21.0,19.35314,40.68,186.65729,12.57,1.6758398
1990-04-26,51.0,10.5095,6.4595,8.322,7.0062733,2.9720702,4.938935,0,0,2.7,2.7,0.0,14.0,16.854767,36.36,196.98183,16.33,2.2960362
1990-04-27,61.0,7.0095,4.1595,6.17825,4.4027424,1.5205064,3.7856767,0,0,12.900001,12.900001,0.0,21.0,11.4862,27.72,169.21576,7.33,0.91116446
1990-04-28,51.0,11.459499,4.4595,8.0511675,9.641405,1.877698,5.8425107,0,0,0.90000004,0.90000004,0.0,4.0,8.39657,22.68,226.51537,20.67,2.67856
1990-04-29,1.0,13.159499,3.3595,8.926166,12.859301,0.9460535,7.0645604,0,0,0.0,0.0,0.0,0.0,14.372974,30.960001,315.75876,24.48,3.380284
1990-04-30,2.0,14.409499,2.6095,9.9095,14.110964,-0.12817526,8.091657,0,0,0.0,0.0,0.0,0.0,8.39657,20.16,169.9559,26.1,3.6341832
1990-05-01,53.0,12.8095,8.409499,10.682416,10.974764,6.233982,8.881918,0,0,0.6,0.6,0.0,1.0,11.570515,26.64,153.54749,11.96,1.8046042
1990-05-02,51.0,15.0595,9.659499,12.146999,14.488216,8.701305,11.20988,0,0,0.8,0.8,0.0,5.0,9.021574,20.16,180.74887,16.25,2.4051275
1990-05-03,2.0,16.7595,8.459499,12.913666,16.8424,7.3664904,12.225352,0,0,0.0,0.0,0.0,0.0,7.289445,17.64,180.76903,22.32,3.2802417
1990-05-04,1.0,21.5095,7.5595,15.492833,22.238758,5.985367,15.17592,0,0,0.0,0.0,0.0,0.0,6.9527545,18.0,331.50986,25.35,4.181821
1990-05-05,51.0,20.5095,8.5595,14.267831,20.116673,4.7219877,12.102735,0,0,0.2,0.2,0.0,1.0,25.812277,52.56,221.29333,23.42,3.9902399
1990-05-06,55.0,11.5595,6.8595,8.986584,8.320553,3.1386757,5.374661,0,0,1.6,1.6,0.0,2.0,17.974781,37.44,238.00798,21.0,3.069521
1990-05-07,51.0,12.5095,6.6095,9.376167,11.45392,3.3469658,6.701952,0,0,0.8000001,0.8000001,0.0,4.0,12.031756,25.919998,233.05826,21.97,3.1405728
1990-05-08,2.0,14.1095,5.6095,10.317833,13.239519,3.1008058,8.574662,0,0,0.0,0.0,0.0,0.0,9.1641035,20.16,158.32007,24.45,3.3203843
1990-05-09,1.0,16.7595,5.7595,12.322,16.331594,3.840148,11.179955,0,0,0.0,0.0,0.0,0.0,8.669949,23.039999,256.20914,26.73,3.9385262
1990-05-10,1.0,16.1595,6.6095,12.528249,15.632446,4.823138,11.213651,0,0,0.0,0.0,0.0,0.0,12.43434,27.0,182.64537,25.27,3.6678767
1990-05-11,51.0,13.3095,9.1095,11.149083,11.623217,7.306423,9.155242,0,0,0.2,0.2,0.0,2.0,14.471821,30.960001,180.92265,17.92,2.40104
1990-05-12,51.0,13.709499,8.0595,10.763667,12.043428,6.3116446,8.774178,0,0,0.1,0.1,0.0,1.0,13.5515,31.319998,175.5788,18.77,2.6218088
1990-05-13,53.0,11.5595,8.2595,9.607417,9.167493,5.5636578,7.2023597,0,0,4.4000006,4.4000006,0.0,12.0,14.917212,31.68,178.56795,15.39,1.9662331
1990-05-14,51.0,14.7595,6.3595,10.736584,12.94804,4.6046104,9.001246,0,0,0.1,0.1,0.0,1.0,11.177405,26.28,189.5263,20.11,2.88018
1990-05-15,51.0,13.909499,8.1095,11.026165,12.5314865,6.3451605,9.115414,0,0,0.1,0.1,0.0,1.0,13.202726,29.519999,171.77968,18.56,2.625723
1990-05-16,3.0,15.0095,8.5595,11.838668,14.008066,6.9349957,10.362977,0,0,0.0,0.0,0.0,0.0,11.384198,25.56,177.96912,21.44,3.1336675
1990-05-17,51.0,14.6095,7.7595,11.807416,12.894072,6.6761503,10.275268,0,0,0.1,0.1,0.0,1.0,12.245293,31.319998,188.51244,21.76,2.9652536
1990-05-18,51.0,13.459499,8.2595,10.6345005,11.140863,6.4596186,8.599214,0,0,0.7,0.7,0.0,5.0,14.77755,36.36,175.60806,17.04,2.2518146
1990-05-19,3.0,14.659499,9.409499,11.903249,12.82884,7.9451923,9.998367,0,0,0.0,0.0,0.0,0.0,11.570515,28.08,148.27646,21.71,3.1517792
1990-05-20,61.0,12.459499,8.159499,10.7490835,10.440339,6.13976,8.472848,0,0,15.000001,15.000001,0.0,21.0,18.671474,37.8,152.54045,15.0,2.070695
1990-05-21,51.0,16.6095,8.2595,12.267833,15.018154,6.238432,10.343231,0,0,1.1,1.1,0.0,7.0,15.978484,34.56,88.70075,16.74,2.7505114
1990-05-22,53.0,15.5095,10.3595,12.946999,16.312555,8.788086,11.980255,0,0,3.4999995,3.4999995,0.0,13.0,17.709658,33.839996,155.84529,21.22,3.1892729
1990-05-23,51.0,14.3595,7.9094996,11.907416,13.317829,6.871831,10.415603,0,0,0.4,0.4,0.0,3.0,12.218805,25.199999,211.23914,17.67,2.6993523
1990-05-24,51.0,14.159499,8.659499,11.297,11.597575,7.1518345,9.144324,0,0,0.5,0.5,0.0,3.0,13.363711,27.0,179.03552,15.63,2.4119658
1990-05-25,3.0,13.7595,8.159499,11.115749,12.256525,6.244507,9.34423,0,0,0.0,0.0,0.0,0.0,9.826088,25.199999,167.786,17.15,2.4806528
1990-05-26,53.0,18.7595,7.0095,13.651166,17.105381,4.4437895,12.067714,0,0,1.1,1.1,0.0,3.0,10.514218,20.519999,78.46249,18.8,3.1052747
1990-05-27,53.0,16.3095,11.2595,14.071999,16.540205,10.347518,14.019447,0,0,5.2999997,5.2999997,0.0,15.0,9.290511,16.919998,77.42107,7.76,1.3906293
1990-05-28,51.0,18.959501,10.709499,15.2490835,18.624315,10.363431,14.774526,0,0,0.2,0.2,0.0,1.0,11.043261,24.48,228.91837,17.3,2.9270256
1990-05-29,51.0,15.209499,11.209499,13.224083,14.334951,9.317954,11.739186,0,0,0.5,0.5,0.0,3.0,12.783802,30.599998,164.02638,15.1,2.3140523
1990-05-30,51.0,18.459501,11.5095,14.81575,18.813362,10.241849,14.026833,0,0,0.1,0.1,0.0,1.0,13.004921,26.28,157.23494,22.96,3.672265
1990-05-31,61.0,12.5595,9.2595,10.876167,9.954125,6.67218,8.631888,0,0,16.300001,16.300001,0.0,18.0,20.316889,37.44,173.04102,9.61,1.411729
1990-06-01,51.0,12.8095,9.7595,11.061582,11.263639,7.97544,9.330322,0,0,1.2,1.2,0.0,6.0,13.556282,27.0,169.543,6.15,1.159043
1990-06-02,61.0,16.459501,10.209499,12.882417,14.721203,8.964993,11.429867,0,0,13.199999,13.199999,0.0,10.0,14.587776,31.68,118.44645,16.19,2.5084703
1990-06-03,63.0,14.8595,9.5095,12.582417,13.667852,7.7660275,11.103269,0,0,36.0,36.0,0.0,23.0,15.745627,36.0,146.4839,14.22,2.025845
