temperature_2m_mean,wind_speed_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,month,month_sin,month_cos
3.2157505,21.046917,260.04303,7.25,1.1407202,2,0.8660254037844386,0.5000000000000001
6.0553327,19.161337,109.26537,1.26,0.24432588,1,0.49999999999999994,0.8660254037844387
12.217999,16.854767,120.94737,10.11,2.038762,5,0.49999999999999994,-0.8660254037844387
21.38675,13.324863,309.6508,26.66,5.13924,5,0.49999999999999994,-0.8660254037844387
9.9095,8.39657,169.9559,26.1,3.6341832,4,0.8660254037844387,-0.4999999999999998
11.215749,25.233406,173.38599,2.91,0.44470522,10,-0.8660254037844386,0.5000000000000001
21.113667,9.114471,214.72906,25.75,4.6530414,8,-0.8660254037844384,-0.5000000000000004
5.415917,16.923828,68.25042,4.08,0.6422081,2,0.8660254037844386,0.5000000000000001
14.01575,11.440979,286.3896,14.14,2.036898,9,-1.0,-1.8369701987210297e-16
2.2095,12.371645,347.56317,2.89,0.3939441,1,0.49999999999999994,0.8660254037844387
18.605331,9.0,169.807,22.99,3.9010057,8,-0.8660254037844384,-0.5000000000000004
8.9095,11.792404,71.455185,6.04,0.9607673,3,1.0,6.123233995736766e-17
7.663667,10.823973,169.29015,0.78,0.21975541,11,-0.5000000000000004,0.8660254037844384
12.119916,14.764389,170.36255,15.16,2.1590183,5,0.49999999999999994,-0.8660254037844387
7.957583,27.792374,92.067764,4.6,1.1374638,4,0.8660254037844387,-0.4999999999999998
5.1407504,16.075521,119.075455,1.91,0.27999946,11,-0.5000000000000004,0.8660254037844384
2.7970002,11.246759,90.31593,0.98,0.39537373,12,-2.4492935982947064e-16,1.0
-1.6821666,6.638072,65.48037,3.92,0.3187545,12,-2.4492935982947064e-16,1.0
25.557419,17.287498,351.43634,30.97,7.313205,7,-0.4999999999999997,-0.8660254037844388
18.109667,24.975283,291.33792,29.26,5.391962,7,-0.4999999999999997,-0.8660254037844388
3.21575,13.450708,152.81152,3.79,0.38611317,1,0.49999999999999994,0.8660254037844387
